id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:654,GENE,ARF3,NA,ADP ribosylation factor 3,"ADP-ribosylation factor 3 (ARF3) is a member of the human ARF gene family. These genes encode small guanine nucleotide-binding proteins that stimulate the ADP-ribosyltransferase activity of cholera toxin and play a role in vesicular trafficking and as activators of phospholipase D.  The gene products include 6 ARF proteins and 11 ARF-like proteins and constitute 1 family of the RAS superfamily. The ARF proteins are categorized as class I (ARF1, ARF2,and ARF3), class II (ARF4 and ARF5) and class III (ARF6) and members of each class share a common gene organization. The ARF3 gene contains five exons and four introns. [provided by RefSeq, Jul 2008]."
HGNC:30697,GENE,ITFG1,2310047C21Rik|CDA08|LNKN-1|TIP,integrin alpha FG-GAP repeat containing 1,NA
MP:0002264,DISO,abnormal bronchus morphology,NA,abnormal bronchus morphology,NA
HGNC:26152,GENE,ESRP2,RBM35B,epithelial splicing regulatory protein 2,"ESPR2 is an epithelial cell-type-specific splicing regulator (Warzecha et al., 2009 [PubMed 19285943]).[supplied by OMIM, Aug 2009]."
MONARCH:APO_0000316APO_0000003,GENO,chronological lifespan:decreased,NA,chronological lifespan:decreased,NA
HGNC:18332,GENE,TIGD6,NA,tigger transposable element derived 6,"The protein encoded by this gene belongs to the tigger subfamily of the pogo superfamily of DNA-mediated transposons in humans. These proteins are related to DNA transposons found in fungi and nematodes, and more distantly to the Tc1 and mariner transposases. They are also very similar to the major mammalian centromere protein B. [provided by RefSeq, Oct 2009]."
ZFIN:ZDB-GENE-030131-556,GENE,keap1a,NA,kelch-like ECH-associated protein 1a,NA
FlyBase:FBgn0032713,GENE,CG17323,CT35071|Dmel\CG17323,uncharacterized protein,NA
FlyBase:FBgn0259794,GENE,sinah,CG13030|Dmel\CG13030|SinaH|anon-WO0140519.228|sina-h,sina homologue,NA
NCBIGene:100155274,GENE,PSMC1,P26S4|S4|p56,"proteasome 26S subunit, ATPase 1","The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway.  An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes one of the ATPase subunits, a member of the triple-A family of ATPases which have a chaperone-like activity. This subunit and a 20S core alpha subunit interact specifically with the hepatitis B virus X protein, a protein critical to viral replication. This subunit also interacts with the adenovirus E1A protein and this interaction alters the activity of the proteasome. Finally, this subunit interacts with ataxin-7, suggesting a role for the proteasome in the development of spinocerebellar ataxia type 7, a progressive neurodegenerative disorder. [provided by RefSeq, Jul 2008]."
ZFIN:ZDB-GENE-040625-69,GENE,psmc1b,NA,"proteasome 26S subunit, ATPase 1b",NA
HGNC:24943,GENE,FAM174A,HGS_RE408|NS5ATP6|TMEM157|UNQ1912,family with sequence similarity 174 member A,NA
HGNC:1503,GENE,CASP2,CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57,caspase 2,"This gene encodes a member of the cysteine-aspartic acid protease (caspase) family. Caspases mediate cellular apoptosis through the proteolytic cleavage of specific protein substrates. The encoded protein may function in stress-induced cell death pathways, cell cycle maintenance, and the suppression of tumorigenesis. Increased expression of this gene may play a role in neurodegenerative disorders including Alzheimer's disease, Huntington's disease and temporal lobe epilepsy. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jan 2011]."
RGD:1310457,GENE,Traf2,MGC:45012|RNF117|TRAP|TRAP3,TNF receptor associated factor 2,"The protein encoded by this gene is a member of the TNF receptor associated factor (TRAF) protein family. TRAF proteins associate with, and mediate the signal transduction from members of the TNF receptor superfamily. This protein directly interacts with TNF receptors, and forms a heterodimeric complex with TRAF1. This protein is required for TNF-alpha-mediated activation of MAPK8/JNK and NF-kappaB. The protein complex formed by this protein and TRAF1 interacts with the inhibitor-of-apoptosis proteins (IAPs), and functions as a mediator of the anti-apoptotic signals from TNF receptors. The interaction of this protein with TRADD, a TNF receptor associated apoptotic signal transducer, ensures the recruitment of IAPs for the direct inhibition of caspase activation. BIRC2/c-IAP1, an apoptosis inhibitor possessing ubiquitin ligase activity, can unbiquitinate and induce the degradation of this protein, and thus potentiate TNF-induced apoptosis. Multiple alternatively spliced transcript variants have been found for this gene, but the biological validity of only one transcript has been determined. [provided by RefSeq, Jul 2008]."
NCBIGene:417287,GENE,TRAF2,MGC:45012|RNF117|TRAP|TRAP3,TNF receptor associated factor 2,"The protein encoded by this gene is a member of the TNF receptor associated factor (TRAF) protein family. TRAF proteins associate with, and mediate the signal transduction from members of the TNF receptor superfamily. This protein directly interacts with TNF receptors, and forms a heterodimeric complex with TRAF1. This protein is required for TNF-alpha-mediated activation of MAPK8/JNK and NF-kappaB. The protein complex formed by this protein and TRAF1 interacts with the inhibitor-of-apoptosis proteins (IAPs), and functions as a mediator of the anti-apoptotic signals from TNF receptors. The interaction of this protein with TRADD, a TNF receptor associated apoptotic signal transducer, ensures the recruitment of IAPs for the direct inhibition of caspase activation. BIRC2/c-IAP1, an apoptosis inhibitor possessing ubiquitin ligase activity, can unbiquitinate and induce the degradation of this protein, and thus potentiate TNF-induced apoptosis. Multiple alternatively spliced transcript variants have been found for this gene, but the biological validity of only one transcript has been determined. [provided by RefSeq, Jul 2008]."
HGNC:10817,GENE,SGPL1,NPHS14|S1PL|SPL,sphingosine-1-phosphate lyase 1,NA
NCBIGene:816224,GENE,AT2G17190,DSK2a|T23A1.5|T23A1_5,ubiquitin family protein,NA
ClinVarVariant:221583,VARI,NM_018297.3(NGLY1):c.930C>T (p.Gly310=),NA,NM_018297.3(NGLY1):c.930C>T (p.Gly310=),NA
HGNC:3154,GENE,ECM2,NA,extracellular matrix protein 2,"ECM2 encodes extracellular matrix protein 2, so named because it shares extensive similarity with known extracelluar matrix proteins. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2010]."
UBERON:0000998,ANAT,seminal vesicle,NA,seminal vesicle,NA
HGNC:791,GENE,ATF6,ACHM7|ATF6A,activating transcription factor 6,"This gene encodes a transcription factor that activates target genes for the unfolded protein response (UPR) during endoplasmic reticulum (ER) stress. Although it is a transcription factor, this protein is unusual in that it is synthesized as a transmembrane protein that is embedded in the ER. It functions as an ER stress sensor/transducer, and following ER stress-induced proteolysis, it functions as a nuclear transcription factor via a cis-acting ER stress response element (ERSE) that is present in the promoters of genes encoding ER chaperones. This protein has been identified as a survival factor for quiescent but not proliferative squamous carcinoma cells. There have been conflicting reports about the association of polymorphisms in this gene with diabetes in different populations, but another polymorphism has been associated with increased plasma cholesterol levels. This gene is also thought to be a potential therapeutic target for cystic fibrosis. [provided by RefSeq, Aug 2011]."
HGNC:8952,GENE,SERPINB8,C18orf53|CAP2|PI-8|PI8|PSS5,serpin family B member 8,"The protein encoded by this gene is a member of the ov-serpin family of serine protease inhibitors. The encoded protein is produced by platelets and can bind to and inhibit the function of furin, a serine protease involved in platelet functions. In addition, this protein has been found to enhance the mechanical stability of cell-cell adhesion in the skin, and defects in this gene have been associated with an autosomal-recessive form of exfoliative ichthyosis. [provided by RefSeq, Jan 2017]."
NCBIGene:783495,GENE,KRTAP10-2,KAP10.2|KAP18-2|KAP18.2|KRTAP10.2|KRTAP18-2|KRTAP18.2,keratin associated protein 10-2,"This gene encodes a member of the high sulfur-type keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. This gene is located in a cluster of similar genes on 21q22.3. Alternatively-spliced transcript variants have been identified. [provided by RefSeq, Jan 2015]."
HGNC:17908,GENE,ZBTB43,ZBTB22B|ZNF-X|ZNF297B,zinc finger and BTB domain containing 43,NA
NCBIGene:100010466,GENE,AQP4,MIWC|WCH4,aquaporin 4,"This gene encodes a member of the aquaporin family of intrinsic membrane proteins that function as water-selective channels in the plasma membranes of many cells. This protein is the predominant aquaporin found in brain and has an important role in brain water homeostasis. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. Additional isoforms, resulting from the use of alternative in-frame translation initiation codons, have also been described. Recent studies provided evidence for translational readthrough in this gene, and expression of C-terminally extended isoforms via the use of an alternative in-frame translation termination codon. [provided by RefSeq, Jun 2018]."
HGNC:7878,GENE,CNOT2,CDC36|HSPC131|NOT2|NOT2H,CCR4-NOT transcription complex subunit 2,"This gene encodes a subunit of the multi-component CCR4-NOT complex. The CCR4-NOT complex regulates mRNA synthesis and degradation and is also thought to be involved in mRNA splicing, transport and localization. The encoded protein interacts with histone deacetylases and functions as a repressor of polymerase II transcription. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Dec 2010]."
CL:0000842,ANAT,mononuclear cell,NA,mononuclear cell,NA
HGNC:13575,GENE,BRD4,CAP|HUNK1|HUNKI|MCAP,bromodomain containing 4,"The protein encoded by this gene is homologous to the murine protein MCAP, which associates with chromosomes during mitosis, and to the human RING3 protein, a serine/threonine kinase. Each of these proteins contains two bromodomains, a conserved sequence motif which may be involved in chromatin targeting. This gene has been implicated as the chromosome 19 target of translocation t(15;19)(q13;p13.1), which defines an upper respiratory tract carcinoma in young people. Two alternatively spliced transcript variants have been described. [provided by RefSeq, Jul 2008]."
